mid,desktop,mobile,pageview,room_1,room_2,room_3,tag_1,tag_2,tag_3,tag_4,tag_5
3423133,9,94,103,horoscope,siam,bangrak,ดูดวง,หมอดู,ความเชื่อส่วนบุคคล,ดูลายมือ,ดูดวงไพ่ยิปซี
348239,10,1,11,blueplanet,region,,เที่ยวต่างประเทศ,ประเทศรัสเซีย,จังหวัดชลบุรี,รถตู้โดยสาร,บางแสน
3420436,0,58,58,korea,chalermkrung,pantip,K-POP,นักร้องนักดนตรีเกาหลี,BTS,Big Hit Entertainment,BLACKPINK
1083999,64,0,64,camera,gallery,art,กล้อง DSLR,อุปกรณ์กล้อง,ช่างภาพ,กล้อง Canon,กล้อง Mirrorless
26898,6,19,25,social,mbk,sinthorn,สมาร์ทโฟน,โทรศัพท์มือถือ,Samsung Smartphone,Samsung Galaxy Note,ฟิสิกส์
977777,0,45,45,horoscope,sinthorn,blueplanet,ดูดวง,ดูดวงความรัก,หมอดู,ดูดวงไพ่ยิปซี,Oracle
1076716,0,149,149,family,lumpini,social,สังคมคุณแม่,ปัญหาชีวิต,มนุษย์เงินเดือน,สุขภาพกาย,ตั้งครรภ์
3539688,77,9,86,beauty,food,blueplanet,Skin Care,ผลิตภัณฑ์ดูแลผิวหน้า,เครื่องสำอาง,ผลิตภัณฑ์ดูแลผิว,ความงาม
3543658,42,0,42,ratchada,social,gadget,มอเตอร์ไซค์,รถยนต์,แต่งรถ,อุบัติเหตุบนท้องถนน,กรมการขนส่งทางบก
963816,69,0,69,tvshow,supachalasai,bangrak,ประสบการณ์ชีวิตคู่,ปัญหาความรัก,วอลเลย์บอล,ปัญหาชีวิต,ละครโทรทัศน์
958398,28,0,28,sinthorn,,,หุ้น,Technical Analysis,TFEX (Thailand Future Exchange),KTC (หุ้น),
958015,14,0,14,isolate,chalermkrung,supachalasai,BNK48,นันท์นภัส เลิศนามเชิดสกุล (มิวนิค BNK48),นักร้องนักดนตรีไทย,ธรณีวิทยา,ภูมิศาสตร์
252424,69,0,69,isolate,chalermkrung,cartoon,BNK48,AKB48,เพลินพิชญา โกมลารชุน (จูเน่ BNK48),การ์ตูน,นักร้องนักดนตรีเอเชีย
171903,61,60,121,wahkor,supachalasai,library,อาวุธยุทโธปกรณ์,วิทยาศาสตร์,ฟุตบอล,ฟุตบอลต่างประเทศ,ภูมิศาสตร์
245297,1,58,59,sinthorn,silom,social,หุ้น,ตลาดหลักทรัพย์,การลงทุน,การเงิน,TFEX (Thailand Future Exchange)
3441383,14,0,14,isolate,ratchada,siliconvalley,กล่องรับสัญญาณจานดาวเทียม,รถยนต์,การจราจร,Network,LAN
3441795,60,0,60,rajdumnern,supachalasai,social,การ์ตูนการเมือง,ฟุตบอล,ฟุตบอลต่างประเทศ,ฟุตบอลโลก,ฟุตบอลโลก 2018
1006604,180,39,219,tvshow,pantip,korea,3 HD (BEC),ละครโทรทัศน์,เกมเสน่หา (ละคร),จิรายุ ตั้งศรีสุข (เจมส์),BEC (ช่อง 3)
2447082,0,19,19,tvshow,,,เกมเสน่หา (ละคร),จิรายุ ตั้งศรีสุข (เจมส์),BEC (ช่อง 3),นักแสดงชาย,
1043062,14,0,14,ratchada,pantip,social,มอเตอร์ไซค์,Honda Click,รถยนต์,รถกระบะ,Isuzu
1039218,30,23,53,supachalasai,,,แบดมินตัน,กีฬา,เชียร์สด,สมาคมกีฬาแบดมินตันแห่งประเทศไทย ในพระบรมราชูปถัมภ์,นักกีฬา
1035872,24,0,24,library,cartoon,silom,ภาษาอังกฤษ,ภาษาต่างประเทศ,นักแปล,หนังสือ,หลักไวยากรณ์ (Grammar)
1034320,73,45,118,korea,beauty,tvshow,K-POP,นักร้องนักดนตรีเกาหลี,G-Friend,Produce 48 (รายการโทรทัศน์),มิวสิควิดีโอเพลงเกาหลี
1034096,24,0,24,bangrak,siam,ratchada,ศาลาคนโสด,ปัญหาครอบครัว,ปัญหาความรัก,ประสบการณ์ชีวิตคู่,ความรักวัยรุ่น
1032221,44,26,70,tvshow,cartoon,sinthorn,ทีวีดิจิตอล,สถานีโทรทัศน์,BEC (ช่อง 3),กสทช． (NBTC),ธุรกิจบันเทิง
1045652,23,9,32,bangrak,siam,beauty,ความรักวัยทำงาน,ปัญหาความรัก,ประสบการณ์ชีวิตคู่,ความรักวัยรุ่น,ชีวิตวัยรุ่น
1031739,67,20,87,blueplanet,klaibann,social,เที่ยวต่างประเทศ,Backpack,สายการบิน,ประเทศเวียดนาม,เที่ยวญี่ปุ่น
170368,6,6,12,ratchada,sinthorn,supachalasai,รถยนต์,Honda (รถยนต์),อู่ซ่อมรถ,อะไหล่รถ,แต่งรถ
3460107,21,28,49,siam,beauty,lumpini,ชีวิตวัยรุ่น,เพิ่มความสูง,ครอบครัว,สุขภาพกาย,ปัญหาวัยรุ่น
4578304,18,2,20,bangrak,siam,supachalasai,ความรักวัยทำงาน,ปัญหาความรัก,ประสบการณ์ชีวิตคู่,ประสบการณ์ความรัก,ความรักวัยรุ่น
4646448,0,87,87,siam,library,silom,มหาวิทยาลัยรังสิต,การเรียน,มหาวิทยาลัย,หาเพื่อน,การศึกษา
2441730,0,37,37,religious,supachalasai,social,ศาสนาพุทธ,สโมสรฟุตบอลอังกฤษ,Premier League (League),ปัญหาชีวิต,ฟุตบอล
248945,53,37,90,religious,cartoon,library,ศาสนาคริสต์,ศาสนา,การ์ตูนญี่ปุ่น,วันพีซ One piece,โบสถ์
1051213,25,2,27,ratchada,social,chalermthai,Mercedes Benz,รถยนต์,ศูนย์บริการรถยนต์,SUV,คุ้มครองผู้บริโภค
1023153,263,0,263,sinthorn,ratchada,jatujak,TFEX (Thailand Future Exchange),Technical Analysis,หุ้น,การลงทุน,ปลาน้ำจืด
2426156,12,0,12,family,social,food,ปัญหาชีวิต,ครอบครัว,ปัญหาครอบครัว,สูตรอาหาร,อาหารฝรั่ง
1022316,36,10,46,korea,supachalasai,sinthorn,Produce 48 (รายการโทรทัศน์),K-POP,กีฬา,แบดมินตัน,เชียร์สด
1021822,65,0,65,jatujak,beauty,chalermthai,ต้นไม้,แมว,สัตว์เลี้ยง,Men's Fashion,ดอกไม้
3488732,216,155,371,bangrak,siam,chalermkrung,ความรักวัยทำงาน,ปัญหาความรัก,ศาลาคนโสด,ความรักวัยรุ่น,ประสบการณ์ชีวิตคู่
91665,105,0,105,siliconvalley,silom,supachalasai,เจ้าของธุรกิจ,Business Software,คุ้มครองผู้บริโภค,ร้องทุกข์,ธุรกรรมออนไลน์
1009873,19,0,19,sinthorn,silom,jatujak,ธนาคาร,การออมเงิน,มนุษย์เงินเดือน,เงินฝากออมทรัพย์,จัดสวน
3500448,0,43,43,supachalasai,tvshow,sinthorn,วอลเลย์บอล,7 HD,เรตติ้งละคร,3 HD (BEC),ละครโทรทัศน์
4669067,22,0,22,blueplanet,bangrak,beauty,เที่ยวทะเล,โรงแรมรีสอร์ท,ความรักวัยทำงาน,บางแสน,Skin Care
4647461,96,210,306,bangrak,theoldsiam,siam,ปัญหาความรัก,ความรักวัยทำงาน,ประสบการณ์ชีวิตคู่,ความรักสูงวัย,ความรักวัยรุ่น
362190,36,0,36,silom,sinthorn,home,บ้าน,การลงทุน,มนุษย์เงินเดือน,ศาสนาพุทธ,SME
2369345,42,50,92,supachalasai,library,siliconvalley,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,ฟุตบอล,Premier League (League),ฟุตบอลโลก 2018
200600,81,0,81,chalermthai,tvshow,food,ภาพยนตร์,อาหาร,ละครโทรทัศน์,ร้านอาหาร,อาหารญี่ปุ่น
893875,0,21,21,tvshow,region,wahkor,รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน,จังหวัดเชียงราย,ละครโทรทัศน์,ไลลา บุญยศักดิ์ (พลอย)
3607901,0,76,76,korea,beauty,tvshow,K-POP,นักร้องนักดนตรีเกาหลี,ความงาม,Produce 48 (รายการโทรทัศน์),YG Entertainment
24034,14,91,105,sinthorn,social,silom,หุ้น,การลงทุน,TFEX (Thailand Future Exchange),การเงิน,KTC (หุ้น)
3611445,14,16,30,jatujak,tvshow,bangrak,สุนัข,สัตว์เลี้ยง,สุนัขพุดเดิ้ล (Poodle),สุนัขชิวาว่า (Chihuahua),หย่าร้าง
890049,26,22,48,library,region,wahkor,ประวัติศาสตร์ไทย,ประวัติศาสตร์,ประวัติศาสตร์สมัยอยุธยา,ประวัติศาสตร์สมัยรัตนโกสินทร์,ประวัติศาสตร์สมัยธนบุรี
4558951,25,0,25,ratchada,silom,social,Big Bike,มอเตอร์ไซค์,อู่ซ่อมรถ,คุ้มครองผู้บริโภค,เตือนภัย
3368956,0,97,97,bangrak,siam,social,ความรักวัยรุ่น,ความรักวัยทำงาน,ปัญหาความรัก,ศาลาคนโสด,ปัญหาชีวิต
1124115,0,173,173,tvshow,korea,chalermthai,ละครโทรทัศน์,K-POP,3 HD (BEC),นักร้องนักดนตรีเกาหลี,one HD (GMM)
3366496,37,0,37,supachalasai,library,social,ฟุตบอลต่างประเทศ,ฟุตบอล,เพชรพระอุมา,ฟุตบอลโลก 2018,หนังสือ
881935,52,0,52,ratchada,social,lumpini,รถยนต์,สุขภาพกาย,ปัญหาสังคม,คุ้มครองผู้บริโภค,ปัญหาชีวิต
173211,36,0,36,silom,social,bangrak,ปัญหาชีวิต,ครอบครัว,ปัญหาครอบครัว,ทรัพยากรบุคคล,งานราชการ
3554146,7,2,9,tvshow,library,bangrak,ซีรีส์,ปัญหาความรัก,ซีรีส์ฮ่องกง-ไต้หวัน,นิยายจีน,ภาษาอังกฤษ
3363144,5,43,48,bangrak,siam,blueplanet,ปัญหาความรัก,ความรักวัยรุ่น,ประสบการณ์ชีวิตคู่,Hurt Room,รักสามเส้า
3624383,79,0,79,sinthorn,lumpini,social,การเงิน,ตั้งครรภ์,มนุษย์เงินเดือน,ประกันสุขภาพ,ปัญหาชีวิต
874304,38,0,38,art,bangrak,library,ศิลปะ,ถ้ำหลวง ขุนน้ำนางนอน,ความรักวัยทำงาน,ปัญหาความรัก,ประสบการณ์ความรัก
360537,57,26,83,tvshow,food,blueplanet,BEC (ช่อง 3),ธนวรรธน์ วรรธนะภูติ (โป๊ป),3 HD (BEC),บุพเพสันนิวาส,นักแสดงชาย
1132303,11,0,11,blueplanet,gallery,siam,เที่ยวต่างประเทศ,เที่ยวญี่ปุ่น,Backpack,บันทึกนักเดินทาง,สถานที่ท่องเที่ยวต่างประเทศ
360942,0,49,49,blueplanet,klaibann,silom,ชีวิตหลังเกษียณ,วีซ่า,มนุษย์เงินเดือน,เที่ยวต่างประเทศ,ปัญหาสังคม
3357742,22,20,42,siam,bangrak,isolate,ความรักวัยรุ่น,หาเพื่อน,ศาลาคนโสด,ปัญหาความรัก,ความรักเพศที่สาม
869476,57,0,57,isolate,chalermkrung,blueplanet,BNK48,บันทึกนักเดินทาง,เที่ยวต่างประเทศ,นักร้องนักดนตรีญี่ปุ่น,กรุงเทพมหานคร
4669579,16,20,36,bangrak,siam,family,ความรักวัยรุ่น,ปัญหาความรัก,ความรักวัยทำงาน,ปัญหาวัยรุ่น,ชีวิตวัยรุ่น
1141250,14,0,14,isolate,chalermkrung,mbk,BNK48,เพลง,Android App,ภาษาอังกฤษ,กรภัทร์ นิลประภา (เคท BNK48)
164051,76,0,76,tvshow,social,chalermkrung,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,รายการโทรทัศน์,7 HD,BEC (ช่อง 3)
908037,19,0,19,klaibann,blueplanet,library,วีซ่า,นักเรียนแลกเปลี่ยน,ชีวิตในต่างแดน,เที่ยวต่างประเทศ,AFS (โครงการนักเรียนแลกเปลี่ยน)
3592863,0,56,56,tvshow,library,rajdumnern,BEC (ช่อง 3),ละครโทรทัศน์,3 HD (BEC),รัฐศาสตร์,หนังสือนิยาย
4559712,42,9,51,supachalasai,home,art,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,ฟุตบอล,Premier League (League),Liverpool F．C．
339462,149,0,149,sinthorn,blueplanet,food,หุ้น,การเงิน,อาหาร,เที่ยวต่างประเทศ,เที่ยวญี่ปุ่น
3554615,67,0,67,bangrak,blueplanet,siam,เที่ยวต่างประเทศ,ปัญหาความรัก,ประสบการณ์ชีวิตคู่,ความรักวัยรุ่น,ประเทศมาเลเซีย
3554821,278,124,402,mbk,social,cartoon,การ์ตูนญี่ปุ่น,การ์ตูน,โทรศัพท์มือถือ,สมาร์ทโฟน,อนิเมะ
253059,77,0,77,tvshow,region,wahkor,BEC (ช่อง 3),นิษฐา จิรยั่งยืน (มิว),นักแสดง,รายการข่าว,ละครโทรทัศน์
166749,1,19,20,supachalasai,wahkor,ratchada,ฟุตบอลไทย,ไทยพรีเมียร์ลีก,อวกาศ,ฟุตบอล,สโมสรฟุตบอลไทย
4669075,48,0,48,bangrak,siam,horoscope,ปัญหาความรัก,ความรักวัยรุ่น,ศาลาคนเศร้า,แฟนเก่า,รถโดยสาร
4644133,10,30,40,chalermthai,tvshow,isolate,BNK48,ภาพยนตร์ต่างประเทศ,Mission: Impossible - Fallout (ภาพยนตร์),นักแสดงฝรั่ง,ภาพยนตร์แอ็คชั่น
2456419,8,0,8,bangrak,siam,social,ปัญหาความรัก,ความรักวัยรุ่น,ประสบการณ์ชีวิตคู่,ปัญหาชีวิต,ความรักวัยทำงาน
172192,0,155,155,home,social,jatujak,คอนโดมิเนียม,ปัญหาชีวิต,บ้าน,สัตว์เลี้ยง,มนุษย์เงินเดือน
2456588,48,0,48,social,silom,food,คุ้มครองผู้บริโภค,ร้านอาหาร,การบริหารจัดการ,Starbucks,ฟุตบอลต่างประเทศ
1098474,76,0,76,horoscope,bangrak,siam,ดูดวง,ดูดวงไพ่ยิปซี,หมอดู,ดูดวงความรัก,ความเชื่อส่วนบุคคล
2389991,129,0,129,korea,blueplanet,isolate,K-POP,Produce 48 (รายการโทรทัศน์),นักร้องนักดนตรีเกาหลี,รายการวาไรตี้โชว์เกาหลี,Mnet (สถานีโทรทัศน์)
253739,67,0,67,tvshow,blueplanet,gallery,เมีย2018 (ละคร),ละครโทรทัศน์,บันทึกนักเดินทาง,one HD (GMM),Backpack
340456,27,7,34,chalermthai,tvshow,social,ภาพยนตร์ระทึกขวัญ,ภาพยนตร์,ภาพยนตร์สยองขวัญ,ภาพยนตร์ต่างประเทศ,นักแสดง
934431,71,6,77,sinthorn,silom,social,หุ้น,การลงทุน,ตลาดหลักทรัพย์,การเงิน,Value Investment
4643854,70,15,85,supachalasai,bangrak,tvshow,ฟุตบอลต่างประเทศ,ฟุตบอล,ปัญหาความรัก,ฟุตบอลโลก 2018,ศาสนาอิสลาม
3577919,73,0,73,library,rajdumnern,silom,หน้าต่างโลก,ประเทศไทย,ประชาคมเศรษฐกิจอาเซียน (AEC),ปัญหาสังคม,นักกฎหมาย
3396285,38,2,40,bangrak,siam,chalermkrung,ปัญหาความรัก,ความรักวัยรุ่น,แอบรัก,กีต้าร์,เครื่องดนตรี
352397,25,4,29,siliconvalley,siam,beauty,ชิ้นส่วนคอมพิวเตอร์,ประกอบคอมพิวเตอร์,จัดสเป็คคอม,คอมพิวเตอร์แบบตั้งโต๊ะ,ฮาร์ดแวร์
1106186,20,22,42,blueplanet,siliconvalley,social,Backpack,เที่ยวต่างประเทศ,เที่ยวญี่ปุ่น,ประเทศญี่ปุ่น,อินเทอร์เน็ต
94665,13,0,13,blueplanet,food,region,เที่ยวไทย,ร้านอาหาร,ร้านกาแฟ,โรงแรมรีสอร์ทไทย,สถานที่ท่องเที่ยวกรุงเทพฯ
3389698,35,0,35,blueplanet,klaibann,korea,วีซ่า,Tourist Visa,เที่ยวต่างประเทศ,สหราชอาณาจักร,ประเทศอังกฤษ
4561513,5,9,14,bangrak,siam,mbk,เพศที่สาม,ความรักเพศที่สาม,ความรักวัยทำงาน,ศาลาคนเศร้า,ชีวิตวัยรุ่น
353190,30,0,30,sinthorn,home,ratchada,รถยนต์,การ์ตูน,สินเชื่อรถยนต์,ปัญหาสังคม,บ้าน
750972,7,0,7,sinthorn,silom,greenzone,บัตรเครดิต,มนุษย์เงินเดือน,อนุรักษ์สิ่งแวดล้อม,เคมี,Spotify
85454,181,0,181,home,chalermthai,tvshow,ภาพยนตร์,คอนโดมิเนียม,มนุษย์เงินเดือน,ปัญหาชีวิต,ตกแต่งบ้าน
1327274,0,15,15,supachalasai,tvshow,,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,Premier League (League),Liverpool F．C．,ฟุตบอล
2238797,210,0,210,chalermthai,cartoon,siliconvalley,ภาพยนตร์,ภาพยนตร์ต่างประเทศ,ดราก้อนบอล,Aquaman (ภาพยนตร์),การ์ตูนญี่ปุ่น
679731,0,64,64,blueplanet,korea,food,ประเทศเกาหลีใต้,เที่ยวต่างประเทศ,สถานที่ท่องเที่ยวต่างประเทศ,ประเทศอินเดีย,เที่ยวเกาหลี
2237800,13,0,13,mbk,tvshow,silom,สมาร์ทโฟน,โทรศัพท์มือถือ,AIS,Android,dtac
4629095,0,22,22,bangrak,siam,social,ปัญหาความรัก,แฟนเก่า,ความรักวัยทำงาน,ความรักวัยรุ่น,ความรักต่างวัย
4508075,15,0,15,supachalasai,silom,chalermthai,วอลเลย์บอล,กีฬา,มนุษย์เงินเดือน,พิธีกรรายการโทรทัศน์,ลีนา จังจรรจา
4505207,0,22,22,tvshow,beauty,social,BEC (ช่อง 3),เกมเสน่หา (ละคร),จิรายุ ตั้งศรีสุข (เจมส์),ละครโทรทัศน์,ณฐพร เตมีรักษ์ (แต้ว)
4670886,10,0,10,social,lumpini,bangrak,กฎหมายชาวบ้าน,ปัญหาชีวิต,สุขภาพจิต,เพื่อนร่วมงาน,โรคซึมเศร้า
4670960,15,0,15,silom,mbk,beauty,งานขาย,ธุรกรรมออนไลน์,Mobile Application,E-commerce,Android App
2232450,19,0,19,supachalasai,ratchada,siam,จักรยาน,ศาลาคนเศร้า,แฟนเก่า,สโมสรฟุตบอลอังกฤษ,ฟุตบอลต่างประเทศ
2231481,28,0,28,social,home,mbk,กฎหมายชาวบ้าน,จิตอาสา,ปัญหาชีวิต,ร้องทุกข์,นักกฎหมาย
204601,45,24,69,horoscope,religious,siam,หมอดู,ดูดวงไพ่ยิปซี,ดูดวง,ดูดวงความรัก,ดูดวงไพ่ป๊อก
2577733,37,2,39,siam,beauty,lumpini,เพื่อนวัยเรียน,ปัญหาครอบครัว,ปัญหาชีวิต,ความงาม,ปัญหาวัยรุ่น
1349711,0,102,102,mbk,supachalasai,ratchada,แท็บเล็ต,Android,สมาร์ทโฟน,Samsung Galaxy Tab,Lenovo Tablets
4633338,25,14,39,social,silom,family,กฎหมายชาวบ้าน,ปัญหาชีวิต,ปัญหาสังคม,ผ่าคลอด,ตั้งครรภ์
3940583,13,0,13,lumpini,beauty,supachalasai,ลดความอ้วน,ฟิตเนส,ปัญหาความรัก,ความรักวัยรุ่น,ศาลาคนโสด
707036,12,0,12,silom,social,bangrak,มนุษย์เงินเดือน,งานไอที,ปัญหาสังคม,ปัญหาความรัก,ประสบการณ์ชีวิตคู่
3175355,61,0,61,bangrak,siam,social,ปัญหาความรัก,ความรักวัยทำงาน,ประสบการณ์ชีวิตคู่,ศาลาคนโสด,แอบรัก
1353856,124,0,124,wahkor,bangrak,siam,วิทยาศาสตร์,ความรักวัยทำงาน,ปัญหาความรัก,ประสบการณ์ชีวิตคู่,เรื่องลึกลับ
389560,0,36,36,supachalasai,lumpini,tvshow,ฟุตบอลไทย,ไทยพรีเมียร์ลีก,ฟุตบอล,สโมสรฟุตบอลไทย,สโมสรฟุตบอลเอสซีจี เมืองทอง ยูไนเต็ด
680812,13,2,15,food,region,tvshow,อาหารไทย,อาหารซีฟู้ด,อำเภอศรีราชา,จังหวัดชลบุรี,S&P (ร้านอาหาร)
3188395,33,42,75,siam,bangrak,ratchada,ความรักวัยรุ่น,ปัญหาความรัก,ความรักวัยทำงาน,ชีวิตวัยรุ่น,แอบรัก
388366,23,0,23,library,tvshow,chalermthai,หนังสือนิยาย,ซีรีส์จีน,นักแสดงภาพยนตร์,Wallace Huo (ฮั่ว เจี้ยนหัว),นักแสดงเอเชีย
1434463,65,0,65,sinthorn,blueplanet,silom,บัตรเครดิต,เที่ยวต่างประเทศ,ธนาคาร,บันทึกนักเดินทาง,สถานที่ท่องเที่ยวต่างประเทศ
1337049,17,1,18,wahkor,bangrak,chalermkrung,T-Pop,วิทยาศาสตร์,K-POP,BNK48,ประสบการณ์ชีวิตคู่
4478942,0,39,39,jatujak,isolate,beauty,นาฬิกา,ของสะสม,ประเทศเยอรมนี,Antique,Men's Fashion
4634156,263,0,263,isolate,klaibann,family,ชีวิตในต่างแดน,สังคมคุณแม่,การเลี้ยงลูก,ภาษาต่างประเทศ,ร้านอาหาร
3199015,24,0,24,supachalasai,tvshow,wahkor,วอลเลย์บอล,ฟุตบอล,ฟุตบอลไทย,กีฬา,ไทยพรีเมียร์ลีก
405488,15,10,25,silom,sinthorn,lumpini,ประชาคมเศรษฐกิจอาเซียน (AEC),เศรษฐกิจ,ประเทศไทย,นาฬิกา,Men's Fashion
2581194,21,0,21,supachalasai,,,ฟุตบอลไทย,ฟุตบอล,สโมสรฟุตบอลไทย,ไทยพรีเมียร์ลีก,ฟุตบอลต่างประเทศ
204127,47,36,83,lumpini,theoldsiam,social,ประกันสุขภาพ,ประกันชีวิตสำหรับผู้สูงอายุ,คุ้มครองผู้บริโภค,ประกันสำหรับผู้สูงอายุ,โรงพยาบาล
1329016,23,0,23,ratchada,social,mbk,รถยนต์,การจราจร,Toyota,มอเตอร์ไซค์,โทรศัพท์มือถือ
3195467,26,3,29,cartoon,chalermthai,rajdumnern,การ์ตูนญี่ปุ่น,วันพีซ One piece,นินจาคาถาโอ้โฮเฮะ Naruto Shippuden,Boruto: Naruto Next Generations,การ์ตูน
2241043,7,0,7,ratchada,siam,wahkor,รถยนต์,การเรียน,วิศวกรรมศาสตร์,ชีวิตวัยรุ่น,แพทย์
4512384,107,56,163,korea,supachalasai,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,BLACKPINK,YG Entertainment,ฟุตบอลไทย
153874,175,0,175,blueplanet,klaibann,social,วีซ่า,เที่ยวต่างประเทศ,Tourist Visa,สนามบิน,Backpack
232908,0,76,76,lumpini,supachalasai,beauty,วิ่งเพื่อสุขภาพ,ลดความอ้วน,วิ่ง,ออกกำลังกาย,ฟิตเนส
3134887,11,2,13,korea,,,K-POP,นักร้องนักดนตรีเกาหลี,K-INDIE,K-HIPHOP,K-Ballad
1425909,3,72,75,horoscope,food,beauty,ดูดวง,ดูดวงไพ่ยิปซี,ดูดวงตามวันเกิด,อาหาร,ดูดวงความรัก
404533,58,0,58,food,horoscope,siam,ร้านอาหาร,ดูดวง,ความรักวัยรุ่น,อาหาร,อาหารไทย
718382,71,0,71,sinthorn,region,home,จังหวัดชลบุรี,หุ้น,การเงิน,รถตู้โดยสาร,รถโดยสาร
178656,35,54,89,blueplanet,sinthorn,tvshow,หุ้น,การลงทุน,เที่ยวต่างประเทศ,กองทุนรวม,สายการบิน
3857023,22,0,22,isolate,mbk,social,พัศชนันท์ เจียจิรโชติ (อร BNK48),BNK48,โทรศัพท์มือถือ,Mobile Application,Asus Mobile
2238926,0,43,43,social,silom,region,ไปรษณีย์ไทย,ร้องทุกข์,นำเข้าส่งออก,คุ้มครองผู้บริโภค,ธุรกิจบริการ
4664044,0,84,84,sinthorn,silom,siam,เงินตราต่างประเทศ,การลงทุน,หุ้น,การเงิน,Technical Analysis
389985,1,17,18,mbk,social,camera,โทรศัพท์มือถือ,สมาร์ทโฟน,Samsung Smartphone,Android,Samsung Galaxy Note
3882294,0,127,127,tvshow,chalermthai,social,3 HD (BEC),BEC (ช่อง 3),จิรายุ ตั้งศรีสุข (เจมส์),เกมเสน่หา (ละคร),ณฐพร เตมีรักษ์ (แต้ว)
3168317,67,0,67,korea,tvshow,chalermthai,K-POP,Produce 48 (รายการโทรทัศน์),รายการวาไรตี้โชว์เกาหลี,นักร้องนักดนตรีเกาหลี,Idol Producer (รายการโทรทัศน์)
3928212,7,0,7,siliconvalley,,,การพัฒนาซอฟต์แวร์,ซอฟต์แวร์,วิศวกรรมคอมพิวเตอร์,การพัฒนา Desktop Application,Java
155129,29,0,29,supachalasai,,,ฟุตบอลไทย,ฟุตบอล,วอลเลย์บอล,ไทยพรีเมียร์ลีก,ธีรศิลป์ แดงดา (มุ้ย)
399355,15,14,29,sinthorn,silom,religious,หุ้น,การลงทุน,ตลาดหลักทรัพย์,บัตรเครดิต,เศรษฐกิจ
399461,13,32,45,supachalasai,lumpini,ratchada,ว่ายน้ำ,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก,ฟุตบอลโลก 2018
4486469,73,0,73,social,sinthorn,lumpini,หุ้น,ปัญหาชีวิต,อาวุธยุทโธปกรณ์,สุขภาพจิต,การจราจร
2198126,0,17,17,beauty,home,korea,Skin Care,S．M． Entertainment,Red Velvet,นักร้องนักดนตรีเกาหลี,Makeup Remover
14973,61,13,74,supachalasai,siliconvalley,lumpini,Liverpool F．C．,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,Premier League (League),ฟุตบอล
3926091,0,5,5,bangrak,family,social,ความรักวัยทำงาน,กฎหมายชาวบ้าน,กฎหมายแพ่ง (Civil law),Single Mom,ปัญหาความรัก
4677469,0,11,11,bangrak,siliconvalley,mbk,ศาลาคนเศร้า,ความรักวัยทำงาน,Social Network,Samsung Galaxy Note,
330878,20,0,20,tvshow,region,wahkor,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,จังหวัดเชียงราย,วิทยาศาสตร์,ข่าวออนไลน์
3924688,17,0,17,beauty,lumpini,siam,ความงาม,สิว,Skin Care,แต่งหน้า,เครื่องสำอาง
691209,18,0,18,ratchada,camera,social,รถยนต์,กล้อง Mirrorless,กล้อง Sony,อุบัติเหตุบนท้องถนน,เทคนิคการถ่ายรูป
3924377,27,0,27,sinthorn,silom,gadget,ตลาดหลักทรัพย์,การลงทุน,ตราสารอนุพันธ์,TFEX (Thailand Future Exchange),Technical Analysis
3923650,0,29,29,supachalasai,region,blueplanet,วอลเลย์บอล,กีฬา,วอลเลย์บอลไทย,วอลเลย์บอล เวิลด์ กรังด์ปรีซ์ (FIVB Volleyball World Grand Prix),วอลเลย์บอลต่างประเทศ
2204509,0,77,77,mbk,supachalasai,social,dtac,truemove H,Mobile Operator,AIS,ฟุตบอลไทย
278299,50,34,84,supachalasai,tvshow,wahkor,ฟุตบอลต่างประเทศ,ถ้ำหลวง ขุนน้ำนางนอน,Premier League (League),รายการข่าว,ข่าวออนไลน์
689218,14,0,14,supachalasai,blueplanet,religious,สายการบิน,สนามบิน,ฟุตบอล,ศาสนาอิสลาม,ประเทศกาตาร์
3147269,0,28,28,siam,bangrak,blueplanet,ศาลาคนโสด,ศาลาคนเศร้า,ความรักวัยรุ่น,ปัญหาความรัก,หาเพื่อน
1400002,5,0,5,siliconvalley,mbk,,คอมมือใหม่,คอมพิวเตอร์,CPU,แบตเตอรี่ คอมพิวเตอร์,คอมพิวเตอร์ Asus
2210909,0,94,94,korea,tvshow,wahkor,K-POP,นักร้องนักดนตรีเกาหลี,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,มิวสิควิดีโอเพลงเกาหลี
2212154,13,0,13,tvshow,chalermkrung,,นักแสดงหญิง,ละครโทรทัศน์,BEC (ช่อง 3),7 HD,นักแสดงชาย
330456,131,6,137,ratchada,wahkor,supachalasai,อาวุธยุทโธปกรณ์,กอล์ฟ,จักรยาน,รถยนต์,ระบบขนส่งมวลชน
